sub,onset,offset,cat,tier,reli
1004,191.871,192.809,Non vuole mangiare	 ( / ),Caregiver voc,reli
1004,193.612,197.414,Quella è proprio una monella (RE) Mannaggia mannaggia (C),Caregiver voc,original
1004,193.747,197.484,Quella è proprio una monella  Mannaggia mannaggia (RE C),Caregiver voc,reli
1004,197.63,202.401,Vogliamo metterla a dormire (W) Mettiamola a dormire su (W C) Facciamo qua	(W) Facciamo fare tanta ninna (W),Caregiver voc,original
1004,197.857,202.542,Vogliamo metterla a dormire Mettiamola a dormire su  Facciamo qua	Facciamo fare tanta ninna (W W C W W),Caregiver voc,reli
1004,202.754,203.696,xxx,Infant voc,original
1004,202.937,203.865,xxx,Infant voc,reli
1004,203.63,205.005,Facciamo fare tanta ninna (W),Caregiver voc,original
1004,203.737,205.005,Facciamo fare tanta ninna (W),Caregiver voc,reli
1004,205.181,206.605,Buonanotte (verso del bacio)	 (AG),Caregiver voc,original
1004,205.332,206.531,Buonanotte (verso del bacio)	 (AG),Caregiver voc,reli
1004,207.601,209.469,Ciao buonanotte (AG),Caregiver voc,original
1004,207.704,209.725,Ciao buonanotte (AG),Caregiver voc,reli
1004,209.91,211.041,(ride) (AL),Caregiver voc,original
1004,210.091,211.041,(ride) (AL),Caregiver voc,reli
1004,210.601,211.43,xxx,Infant voc,original
1004,210.678,211.529,xxx,Infant voc,reli
1004,211.687,212.909,Sta facendo ninna (RE),Caregiver voc,original
1004,211.972,212.959,Sta facendo ninna (RE),Caregiver voc,reli
1004,214.41,218.127,Sta facendo ninna nanna ( / ) Chiudi gli occhi dì chiudi gli occhi	 (DA),Caregiver voc,original
1004,214.525,218.075,Sta facendo ninna nanna Chiudi gli occhi dì chiudi gli occhi	 (/ DA),Caregiver voc,reli
1004,218.674,224.869,Bravo! (ride) (AE AL) Allora (C),Caregiver voc,original
1004,218.824,225.054,Bravo! (ride)  Allora (AE AL C),Caregiver voc,reli
1004,225.3,227.0,cosa vogliamo fare adesso (W),Caregiver voc,original
1004,225.5,226.752,cosa vogliamo fare adesso (W),Caregiver voc,reli
1004,227.401,228.44,xxx,Infant voc,original
1004,227.486,228.486,xxx,Infant voc,reli
1004,228.55,232.283,No lasciala dormire bella piccolina piccolina (C DA RE),Caregiver voc,original
1004,228.673,232.283,No lasciala dormire bella piccolina piccolina (C DA RE),Caregiver voc,reli
1004,233.221,234.036,xxx,Infant voc,original
1004,233.482,233.836,xxx,Infant voc,reli
1004,233.809,234.601,(ride) (AL),Caregiver voc,original
1004,233.926,235.472,(ride) (AL),Caregiver voc,reli
1004,236.378,240.005,(fa versi) Te lo posso mangiare un orecchio? (QM),Caregiver voc,original
1004,236.484,240.005,(fa versi) Te lo posso mangiare un orecchio? (QM),Caregiver voc,reli
1004,237.749,238.414,xxx,Infant voc,original
1004,237.749,238.285,xxx,Infant voc,reli
1004,240.601,244.105,Te lo posso mangiare un orecchio? Am	( / OP),Caregiver voc,original
1004,240.704,244.105,Te lo posso mangiare un orecchio? Am	( / OP),Caregiver voc,reli
1004,247.074,247.79,allora (C),Caregiver voc,original
1004,247.186,247.79,allora (C),Caregiver voc,reli
1004,248.74,250.009,cosa vogliamo fare?	(W),Caregiver voc,original
1004,248.949,249.9,cosa vogliamo fare?	(W),Caregiver voc,reli
1004,251.61,252.281,mm (C),Caregiver voc,original
1004,251.721,252.281,mm (C),Caregiver voc,reli
1004,256.787,259.685,(ride) (AL) Ha fame!	(RE) Hai fame?	(QO),Caregiver voc,original
1004,256.984,259.685,(ride)  Ha fame!	Hai fame?	(AL RE QO),Caregiver voc,reli
1004,260.996,264.487,xxx(si tocca la pancia) sazio (SB),Caregiver voc,original
1004,262.198,264.225,xxx(si tocca la pancia) sazio (SB),Caregiver voc,reli
1004,265.307,267.105,Come è buona questa pappa		 (RE),Caregiver voc,original
1004,265.433,267.031,Come è buona questa pappa		 (RE),Caregiver voc,reli
1004,267.703,270.001,Facciamo il girotondo (W),Caregiver voc,original
1004,267.754,270.073,Facciamo il girotondo (W),Caregiver voc,reli
1004,271.334,271.998,Sì (C),Caregiver voc,original
1004,271.546,271.998,Sì (C),Caregiver voc,reli
1004,272.887,273.812,Si rifiuta (RA),Caregiver voc,original
1004,272.926,273.714,Si rifiuta (RA),Caregiver voc,reli
1004,274.154,276.801,si rifiuta proprio di fare il girotondo con mamma	( / ),Caregiver voc,original
1004,274.396,276.741,si rifiuta proprio di fare il girotondo con mamma	( / ),Caregiver voc,reli
1004,280.409,282.401,Mi fai mangiare per favore? (QA),Caregiver voc,original
1004,280.677,282.401,Mi fai mangiare per favore? (QA),Caregiver voc,reli
1004,282.696,283.86,Xxx mamma (I OP),Caregiver voc,original
1004,282.836,283.961,Xxx mamma (I OP),Caregiver voc,reli
1004,284.347,285.318,am,Caregiver voc,original
1004,284.564,285.48,am,Caregiver voc,reli
1004,286.503,289.343,Come è buono	(RE),Caregiver voc,original
1004,286.56,289.343,Come è buono	(RE),Caregiver voc,reli
1004,290.114,291.458,com’è saporito ( / ),Caregiver voc,original
1004,290.264,291.344,com’è saporito ( / ),Caregiver voc,reli
1004,293.769,296.01,A mamma non la fai bere? (QA),Caregiver voc,original
1004,293.856,296.01,A mamma non la fai bere? (QA),Caregiver voc,reli
1004,296.681,299.07,Mamma vuole bere (RM) Mi fai bere per favore? (QA),Caregiver voc,original
1004,296.822,299.07,Mamma vuole bere  Mi fai bere per favore? (RM QA),Caregiver voc,reli
1004,298.503,299.021,xxx,Infant voc,original
1004,298.503,299.021,xxx,Infant voc,reli
1004,299.59,300.329,No! (AD),Caregiver voc,original
1004,299.723,300.513,No! (AD),Caregiver voc,reli
1004,303.274,305.11,Ma quanto sei monello (RO),Caregiver voc,original
1004,303.445,305.247,Ma quanto sei monello (RO),Caregiver voc,reli
1004,307.16,307.67,xxx,Infant voc,original
1004,307.293,307.67,xxx,Infant voc,reli
1004,308.954,309.601,xxx,Infant voc,original
1004,309.071,309.601,xxx,Infant voc,reli
1004,309.761,310.212,xxx,Infant voc,original
1004,309.877,310.212,xxx,Infant voc,reli
1004,310.496,312.103,Mamma ciao	(AG) mamma se ne va? (QM),Caregiver voc,original
1004,310.605,312.227,Mamma ciao	 mamma se ne va? (AG QM),Caregiver voc,reli
1004,313.329,313.994,Mamma ciao (AG),Caregiver voc,original
1004,313.433,313.994,Mamma ciao (AG),Caregiver voc,reli
1004,313.478,314.412,xxx,Infant voc,original
1004,313.692,314.412,xxx,Infant voc,reli
1004,314.605,315.878,sta facendo ninna (RE),Caregiver voc,original
1004,314.85,315.878,sta facendo ninna (RE),Caregiver voc,reli
1004,316.116,321.21,Ninna oh ninna oh questo bimbo a chi lo do (AR),Caregiver voc,original
1004,316.328,321.21,Ninna oh ninna oh questo bimbo a chi lo do (AR),Caregiver voc,reli
1004,321.8,322.456,xxx,Caregiver voc,original
1004,321.908,322.456,xxx,Caregiver voc,reli
1004,323.09,324.192,"Mettiamo il cuscino, cuscino (W)",Caregiver voc,original
1004,323.09,324.192,"Mettiamo il cuscino, cuscino (W)",Caregiver voc,reli
1004,324.718,326.003,cuscino (W),Caregiver voc,original
1004,324.881,326.003,cuscino (W),Caregiver voc,reli
1004,326.698,327.529,Ecco qua	(C),Caregiver voc,original
1004,326.817,327.529,Ecco qua	(C),Caregiver voc,reli
1004,328.996,332.749,Ninna oh ninna oh (AR) Ecco qua (C),Caregiver voc,original
1004,329.151,332.749,Ninna oh ninna oh Ecco qua (AR C),Caregiver voc,reli
1004,330.174,330.532,xxx,Infant voc,original
1004,330.309,330.532,xxx,Infant voc,reli
1004,331.047,331.594,xxx,Infant voc,original
1004,331.219,331.594,xxx,Infant voc,reli
1004,333.003,334.209,che sta facendo? ninna (QE RE),Caregiver voc,original
1004,333.175,334.209,che sta facendo? ninna (QE RE),Caregiver voc,reli
1004,335.494,336.258,che sta facendo? ninna (QE RE),Caregiver voc,original
1004,335.538,336.258,ninna (/),Caregiver voc,reli
1004,337.703,340.009,Op cosa hai fatto? (C QA),Caregiver voc,original
1004,337.786,339.937,Op cosa hai fatto? (C QA),Caregiver voc,reli
1004,340.538,340.994,xxx,Infant voc,original
1004,340.538,340.994,xxx,Infant voc,reli
1004,341.91,342.801,La bambola?	(QE),Caregiver voc,original
1004,342.029,342.801,La bambola?	(QE),Caregiver voc,reli
1004,343.403,343.9,mamma (CW),Infant voc,original
1004,343.521,343.924,mamma (CW),Infant voc,reli
1004,343.901,344.683,Grazie (AE),Caregiver voc,original
1004,343.984,344.683,Grazie (AE),Caregiver voc,reli
1004,347.161,349.405,"No, c’hai proprio fame vero?	(C QO)",Caregiver voc,original
1004,347.291,349.449,"No, c’hai proprio fame vero?	(C QO)",Caregiver voc,reli
1004,350.09,351.601,(ride) (AL),Caregiver voc,original
1004,350.354,351.741,(ride) (AL),Caregiver voc,reli
1004,352.07,355.712,C’hai proprio fame vero? (QO) Ninna oh ninna oh (AR),Caregiver voc,original
1004,352.252,355.712,C’hai proprio fame vero?  Ninna oh ninna oh (QO AR),Caregiver voc,reli
1004,352.614,354.33,xxx,Infant voc,original
1004,352.614,354.33,xxx,Infant voc,reli
1004,357.007,359.892,mamma mamma (CW),Infant voc,original
1004,357.107,360.013,mamma mamma (CW),Infant voc,reli
1004,363.585,364.25,xxx,Infant voc,original
1004,363.719,364.25,xxx,Infant voc,reli
1004,364.272,366.121,Vieni qua (DA) Fai ninna con me vieni ( / C),Caregiver voc,original
1004,364.37,365.988,Vieni qua  Fai ninna con me vieni (DA  / C),Caregiver voc,reli
1004,366.205,370.607,Mi fai fare ninna pure a me	 (RA) No tu mi devi far fare ninna		(C DA) Vieni (DA),Caregiver voc,original
1004,366.377,370.607,Mi fai fare ninna pure a me	 No tu mi devi far fare ninna		Vieni (RA C DA DA),Caregiver voc,reli
1004,371.285,373.801,"Fa ninna pure mamma, pure mamma fa ninna nanna (RM)",Caregiver voc,original
1004,371.368,373.912,"Fa ninna pure mamma, pure mamma fa ninna nanna (RM)",Caregiver voc,reli
1004,374.203,375.638,pure mamma fa ninna nanna (RM),Caregiver voc,original
1004,374.361,375.638,pure mamma fa ninna nanna (RM),Caregiver voc,reli
1004,375.498,376.209,xxx,Infant voc,original
1004,375.498,376.209,xxx,Infant voc,reli
1004,376.407,376.876,xxx,Infant voc,original
1004,376.514,376.876,xxx,Infant voc,reli
1004,377.009,377.62,No,Caregiver voc,original
1004,377.149,378.681,No no,Caregiver voc,reli
1004,378.098,378.681,no,Caregiver voc,original
1004,380.198,380.672,no,Caregiver voc,original
1004,380.198,380.672,xxx,Caregiver voc,reli
1004,382.849,384.409,xxx,Infant voc,original
1004,382.941,384.409,xxx,Infant voc,reli
1004,384.892,388.705,Ti sei scocciato xxx	(RO I) ,Caregiver voc,original
1004,384.96,388.705,xxx Ti sei scocciato xxx	(RO I) ,Caregiver voc,reli
1004,387.603,388.021,xxx,Infant voc,original
1004,387.603,388.021,xxx,Infant voc,reli
1004,389.478,391.123,Va bene ok	(C),Caregiver voc,original
1004,389.592,391.123,Va bene ok	(C),Caregiver voc,reli
1004,391.681,392.523,Ok,Caregiver voc,original
1004,391.732,392.523,Ok,Caregiver voc,reli
1004,393.987,395.049,Ok,Caregiver voc,original
1004,393.987,395.049,Ok,Caregiver voc,reli
1004,395.769,396.192,xxx,Infant voc,original
1004,395.769,396.192,xxx,Infant voc,reli
1004,396.405,398.269,"Guarda quanto sei monello, vieni qua (RO DA)",Caregiver voc,original
1004,396.504,398.195,"Guarda quanto sei monello, vieni qua (RO DA)",Caregiver voc,reli
1004,398.132,404.507,xxx,Infant voc,original
1004,398.201,404.507,xxx,Infant voc,reli
1004,405.0,405.945,Vieni qua vieni (DA C),Caregiver voc,original
1004,405.123,405.945,Vieni qua vieni (DA C),Caregiver voc,reli
1004,405.581,407.801,xxx,Infant voc,original
1004,405.768,407.801,xxx,Infant voc,reli
1004,407.261,411.807,"Che fa piange? (QE) Fammi vedere come fa, piange la bimba, fammi vedere vieni qua (DA RE DA)",Caregiver voc,original
1004,407.261,411.807,"Che fa piange? Fammi vedere come fa, piange la bimba, fammi vedere vieni qua (QE DA RE DA)",Caregiver voc,reli
1004,412.294,414.305,Che fa piange la bimba? (QE),Caregiver voc,original
1004,412.426,414.305,Che fa piange la bimba? (QE),Caregiver voc,reli
1004,415.494,416.283,Sì (C),Caregiver voc,original
1004,415.638,416.283,Sì (C),Caregiver voc,reli
1004,416.77,417.887,fammi vedere (DA),Caregiver voc,original
1004,416.77,417.887,fammi vedere (DA),Caregiver voc,reli
1004,418.9,420.596,Mi fai vedere se piange? (QA),Caregiver voc,original
1004,419.026,420.596,Mi fai vedere se piange? (QA),Caregiver voc,reli
1004,419.658,421.723,xxx,Infant voc,original
1004,419.807,421.723,xxx,Infant voc,reli
1004,421.494,423.203,Fammi vedere se piange (DA),Caregiver voc,original
1004,421.494,423.203,Fammi vedere se piange (DA),Caregiver voc,reli
1004,423.805,430.005,Oh sta piangendo (C RE) Oh piccolina	(C RE) (ride) (AL),Caregiver voc,original
1004,423.967,430.123,Oh sta piangendo  Oh piccolina	(ride) (C RE C RE AL),Caregiver voc,reli
1004,424.67,425.745,xxx,Infant voc,original
1004,424.84,425.745,xxx,Infant voc,reli
1004,430.374,437.098,Piccolina piccolina (RE) Piccolina piccolina ( / ),Caregiver voc,original
1004,431.078,437.098,Piccolina piccolina Piccolina piccolina ( RE / ),Caregiver voc,reli
1004,431.576,431.713,xxx,Infant voc,reli
1004,433.543,434.574,xxx,Infant voc,original
1004,433.625,434.574,xxx,Infant voc,reli
1004,438.16,440.614,Che fa piange? (QE) No no quella no (AD),Caregiver voc,original
1004,438.267,440.614,Che fa piange?  No no quella no (QE AD),Caregiver voc,reli
1004,438.812,439.498,xxx,Infant voc,original
1004,438.866,439.498,xxx,Infant voc,reli
1004,440.803,443.0,Quella non va bene ce l’abbiamo noi qua (lancia l’oggetto) ( / W C),Caregiver voc,original
1004,440.803,443.0,Quella non va bene ce l’abbiamo noi qua (lancia l’oggetto) ( / W C),Caregiver voc,reli
1004,443.12,447.9,op Vieni qua vieni facciamo dormire la bimba vieni (DA C W DA),Caregiver voc,original
1004,443.54,447.9,op Vieni qua vieni facciamo dormire la bimba vieni (DA C W DA),Caregiver voc,reli
1004,448.552,452.067,Ciao mamma va su dalla zia Luisa (AG RM),Caregiver voc,original
1004,448.659,449.831,xxx,Caregiver voc,reli
1004,449.992,452.067,Ciao mamma va su dalla zia Luisa (AG RM),Caregiver voc,reli
1004,452.018,452.907,xxx,Infant voc,original
1004,452.018,452.907,xxx,Infant voc,reli
1004,452.952,453.805,Ciao (AG),Caregiver voc,original
1004,452.952,453.805,Ciao (AG),Caregiver voc,reli
1004,454.296,455.592,Chiamo la nonna?	(QM),Caregiver voc,original
1004,454.296,455.592,Chiamo la nonna?	(QM),Caregiver voc,reli
1004,456.161,460.358,Chiamo la nonna? (/) Nonna che stai facendo stai mangiando?	(QE),Caregiver voc,original
1004,456.296,460.358,Chiamo la nonna? Nonna che stai facendo stai mangiando?	(/ QE),Caregiver voc,reli
1004,460.541,464.21,La pappa ah la pappa!	(RE C RE),Caregiver voc,original
1004,460.726,464.299,La pappa ah la pappa!	(RE C RE),Caregiver voc,reli
1004,464.39,468.21,Ti passo a Stefano?	(QE NC) Ciao ciao cia cia(o)		(AG),Caregiver voc,original
1004,464.592,468.21,Ti passo a Stefano?	Ciao ciao cia cia(o)		(QE NC AG),Caregiver voc,reli
1004,467.878,468.489,xxx,Infant voc,original
1004,467.878,468.489,xxx,Infant voc,reli
1004,468.91,469.603,mamma ,Infant voc,original
1004,468.996,469.603,mamma ,Infant voc,reli
1004,469.652,470.609,Nonna! (SB),Caregiver voc,original
1004,469.652,470.609,Nonna! (SB),Caregiver voc,reli
1004,471.009,473.192,Nonna dove sei? Nonna! (SB),Caregiver voc,original
1004,471.009,473.192,Nonna dove sei? Nonna! (SB),Caregiver voc,reli
1004,473.714,477.4,"Dove scappi con questo telefono, vieni qua	 (QA DA) Vieni qua vieni vieni qua	(C)",Caregiver voc,original
1004,473.714,477.4,"Dove scappi con questo telefono, vieni qua	 (QA DA) Vieni qua vieni vieni qua	(C)",Caregiver voc,reli
1004,477.923,478.67,vieni qua (C),Caregiver voc,original
1004,478.026,478.67,vieni qua (C),Caregiver voc,reli
1004,478.972,481.45,Oh (ride)	(C AL),Caregiver voc,original
1004,479.169,481.45,Oh (ride)	(C AL),Caregiver voc,reli
1004,482.796,483.316,xxx,Infant voc,original
1004,482.796,483.316,xxx,Infant voc,reli
1004,484.101,486.814,Vieni qua (DA)	,Caregiver voc,original
1004,484.101,486.814,Vieni qua (DA)	,Caregiver voc,reli
1004,487.18,487.996,dove sei? (QO),Caregiver voc,original
1004,487.247,487.996,dove sei? (QO),Caregiver voc,reli
1004,488.121,490.0,Oh (ride) (giocano col filo) (C AL),Caregiver voc,original
1004,488.299,488.576,xxx,Infant voc,reli
1004,488.498,490.0,Oh (ride) (giocano col filo) (C AL),Caregiver voc,reli
1004,490.07,490.529,xxx,Infant voc,original
1004,490.07,490.529,xxx,Infant voc,reli
1004,490.316,494.587,Oh oh	(C),Caregiver voc,original
1004,490.316,494.713,xxx Oh oh	(C),Caregiver voc,reli
1004,492.84,493.518,xxx,Infant voc,original
1004,492.947,493.518,xxx,Infant voc,reli
1004,493.96,494.261,xxx,Infant voc,original
1004,493.96,494.261,xxx,Infant voc,reli
1004,495.605,504.01,Oh oh tiro tiro vieni qua (ride) (C RM DA AL) nonna (SB),Caregiver voc,original
1004,495.788,504.188,Oh oh tiro tiro vieni qua (ride) (C RM DA AL) nonna (SB),Caregiver voc,reli
1004,501.18,501.66,xxx,Infant voc,original
1004,501.18,501.66,xxx,Infant voc,reli
1004,502.809,503.463,xxx,Infant voc,original
1004,502.809,503.463,xxx,Infant voc,reli
1004,504.409,505.423,Tira tira (DA),Caregiver voc,original
1004,504.504,505.423,Tira tira (DA),Caregiver voc,reli
1004,505.781,506.503,tira,Caregiver voc,original
1004,505.912,506.503,tira,Caregiver voc,reli
1004,506.809,507.605,tira mamma (DA C),Caregiver voc,original
1004,506.895,507.605,tira mamma (DA C),Caregiver voc,reli
1004,506.916,508.216,xxx,Infant voc,original
1004,507.273,508.216,xxx,Infant voc,reli
1004,508.092,510.29,oh tira tira (C DA),Caregiver voc,original
1004,508.092,510.29,oh tira tira (C DA),Caregiver voc,reli
1004,511.452,517.389,Oh corri corri (ride) (C DA AL),Caregiver voc,original
1004,511.534,517.389,Oh corri corri (ride) (C DA AL),Caregiver voc,reli
1004,516.765,517.836,xxx,Infant voc,original
1004,516.869,517.836,xxx,Infant voc,reli
1004,517.647,522.396,ah sei caduto! Bravo	(C RO AE) Fammi vedere alzati	(DA DA),Caregiver voc,original
1004,517.647,522.396,ah sei caduto! Bravo	(C RO AE) Fammi vedere alzati	(DA DA),Caregiver voc,reli
1004,523.143,527.4,Pronti mh mh (ride) (AR C AL),Caregiver voc,original
1004,523.201,527.4,Pronti mh mh (ride) (AR C AL),Caregiver voc,reli
1004,527.498,527.914,xxx,Infant voc,original
1004,527.498,527.914,xxx,Infant voc,reli
1004,528.083,528.889,Ah,Caregiver voc,original
1004,528.169,528.889,Ah,Caregiver voc,reli
1004,529.487,530.523,alzati su (C DA C),Caregiver voc,original
1004,529.487,530.523,alzati su (C DA C),Caregiver voc,reli
1004,531.681,536.803,Ah aiuto oh issà! Bravo (C AE),Caregiver voc,original
1004,531.681,536.803,Ah aiuto oh issà! Bravo (C AE),Caregiver voc,reli
1004,537.285,539.212,"Vieni qua vieni, tieni (DA C DA)",Caregiver voc,original
1004,537.439,539.212,"Vieni qua vieni, tieni (DA C DA)",Caregiver voc,reli
1004,538.76,541.269,xxx,Infant voc,original
1004,538.76,541.269,xxx,Infant voc,reli
1004,539.66,540.598, tieni Stefano	(NC),Caregiver voc,original
1004,539.66,540.598, tieni Stefano	(NC),Caregiver voc,reli
1004,541.796,542.201,TIeni (DA),Caregiver voc,original
1004,541.796,542.201,TIeni (DA),Caregiver voc,reli
1004,543.274,545.04,mamma ti tira	(RM),Caregiver voc,original
1004,543.413,545.04,mamma ti tira	(RM),Caregiver voc,reli
1004,545.063,545.647,mamma (CW),Infant voc,original
1004,545.169,545.647,mamma (CW),Infant voc,reli
1004,545.609,547.801,Mamma vai vai ciao ciao	(C DA AG),Caregiver voc,original
1004,545.609,547.801,Mamma vai vai ciao ciao	(C DA AG),Caregiver voc,reli
1004,548.261,560.001,Oh oh oh (ride) (C AL) Bum (OP) Vieni qua (ride) (DA AL) Abbiamo finito di giocare (ride) (W AL),Caregiver voc,original
1004,548.351,560.001,Oh oh oh (ride) Bum  Vieni qua (ride) Abbiamo finito di giocare (ride) (C AL OP DA AL W AL),Caregiver voc,reli
